bundesland;partei;listenplatz;nachname;vorname;beruf;geburtsjahr;wahlkreis_name;wahlkreis_nummer;Gender
Bremen;Die PARTEI;6;Schulz;Marten;Mediengestalter Bild und Ton;1988;;;male
Bremen;Die PARTEI;7;Friedrich;Holm;Spezialexperte;1965;;;male
Bremen;Die PARTEI;8;Bergmann;Frank;Politiker;1972;;;male
Bremen;Die PARTEI;9;Balke;Ralf-Peter;Systemadministrator;1963;;;male
Bremen;Die PARTEI;10;Müller;Thomas Jens;Sicherheitskraft;1968;;;male
Bremen;Die PARTEI;11;Schulz;Rachel Kea;Studentin;1997;;;female
Bremen;Die PARTEI;12;Baron von der Recke;Thomas Peter Ernst;Experte;1967;;;male
Bremen;Die PARTEI;13;Niedernhöfer;André;Ehrenbeamter, Fraktionsgeschäftsführer, kaufm. Angestellter;1992;;;male
Bremen;Die PARTEI;14;Buitkamp;Eric;Bereichsleitung in der Eingliederungshilfe;1987;;;male
Bremen;Freie Wähler;1;Büntjen;Katharina Martina Elisabeth;kaufm. Angestellte;1955;Bremen II – Bremerhaven;55;female
Bremen;Freie Wähler;2;Dräger;Lothar;Pensionär;1945;;;male
Bremen;Freie Wähler;3;Beinhorn;Ursula Barbara;Rentnerin;1949;;;female
Bremen;Freie Wähler;4;von dem Knesebeck;Marietta;Rentnerin;1943;;;female
Bremen;Volt;1;Grützner-Stallmann;Christin;Lehrerin allgemeinbildende Schulen;1984;;;female
Bremen;Volt;2;Graf;Simon Heinrich Vitus;Raumfahrtingenieur;1987;;;male
Bremen;Volt;3;Vieweger;Bettina;Immobilienfachwirtin;1992;;;female
Bremen;Volt;4;Cornelsen;Matthias;Marketingmanager;1977;Bremen II – Bremerhaven;55;male
Bremen;MENSCHLICHE WELT;1;Rolf;Elias Clemens;Redakteur;2001;;;male
Bremen;MENSCHLICHE WELT;2;Wesling;Jens;Schulbegleiter;1968;;;male
Bremen;MLPD;1;Salomon;Lena Barbara;Erzieherin;1979;Bremen II – Bremerhaven;55;female
Bremen;MLPD;2;Lange;Wanja Max;Regisseur;1987;Bremen I;54;male
Bremen;MLPD;3;Braun;Harald Gerhard;Drucker;1954;;;male
Bremen;MLPD;4;Butza;Philip;Angestellter;1991;;;male
Bremen;MLPD;5;Lange;Helmut Walter Wolfgang;Dreher;1952;;;male
Bremen;BÜNDNIS DEUTSCHLAND;1;Kusch;Sebastian Gregor;Softwarearchitekt;1985;Bremen I;54;male
Bremen;BÜNDNIS DEUTSCHLAND;2;Minne;Andre Folkert;Mitglied des Landtages;1971;;;male
Bremen;BÜNDNIS DEUTSCHLAND;3;Albrecht;Christopher;Pressesprecher;2000;Bremen II – Bremerhaven;55;male
Bremen;BÜNDNIS DEUTSCHLAND;4;Jurgan;Jens-Rainer;selbst. Einzelkaufmann;1965;;;male
Bremen;BSW;1;Schulze;David Christopher;Sozialwissenschaftler;1988;;;male
Bremen;BSW;2;Boomgaarden;Ute Olga;Lehrerin;1967;;;female
Bremen;BSW;3;Fabian;Roman Jörg;med.-techn. Radiologieassistent (MTRA);1963;;;male
Bremen;BSW;4;Arslan;Nesim;Angestellter im öffentlichen Dienst;1990;;;male
Bremen;BSW;5;Müller;Mine;Dipl.-Ing. Elektrotechnik;1972;;;female
Bremen;BSW;6;Tegtmeier;Ernst Rainer;Kapitän a. D.;1946;;;male
Bremen;MERA25;1;Sense;Niklas;Freiberufler;1991;;;male
Bremen;MERA25;2;Falk;Annalena;Verkäuferin;1999;;;female
Bremen;MERA25;3;Diop;Barbara Maria;Krankenschwester;1962;;;female
Bremen;MERA25;4;Genin;Jan;Dipl.-Ingenieur;1977;;;male
Bremen;MERA25;5;Maslout-Siegfried;Yasser;Webentwickler;1987;;;male
Bremen;MERA25;6;Worpenberg;Jan;Softwareentwickler;1989;;;male
Bremen;Verjüngungsforschung;1;Borst;Sandra Nicola;Studentin;2002;;;female
Bremen;Verjüngungsforschung;2;Hellborn;Jan Wulf Rasmus;Software Consultant;1996;;;male
Bremen;Verjüngungsforschung;3;Beyerlein;Andrea Ilsabe Edith;Rentnerin;1958;;;female
Bremen;Verjüngungsforschung;4;Dr. Seifert;Frank;Physiker;1984;;;male
Bremen;Verjüngungsforschung;5;Spiekermann;Jan-Olav;Sicherheitsfachkraft, Meisterschüler;1991;;;male
Bremen;Verjüngungsforschung;6;Elsner;Christoph;stellv. Geschäftsführer;1998;;;male
Baden-Württemberg;CDU;1;Bilger;Steffen;Parlamentarischer Staatssekretär;1979;Ludwigsburg;265;male
Baden-Württemberg;CDU;2;Dr. Schreiner;Ingeborg Hedda;Mitglied des Deutschen Bundestages;1966;Mannheim;275;female
Baden-Württemberg;CDU;1;Frei;Thorsten;MdB, Jurist;1973;Schwarzwald-Baar;286;male
Baden-Württemberg;CDU;2;Warken;Nina Ingrid;MdB, Rechtsanwältin;1979;Odenwald – Tauber;276;female
Baden-Württemberg;CDU;3;Jung;Andreas;MdB, Rechtsanwalt;1975;Konstanz;287;male
Baden-Württemberg;CDU;4;Kemmer;Ronja Helene;MdB, Volkswirtin;1989;Ulm;291;female
Baden-Württemberg;CDU;5;Stumpp;Christina Daniela;MdB, Steuerrechtlerin (LL. B.);1987;Waiblingen;264;female
Baden-Württemberg;CDU;6;Föhr;Alexander Paul;MdB, ltd. Angestellter im Gesundheitswesen;1980;Heidelberg;274;male
Baden-Württemberg;CDU;7;Sekmen;Melis;Mitglied des Deutschen Bundestages;1993;Mannheim;275;female
Baden-Württemberg;CDU;8;Schick-Ebert;Elisabeth;selbst. Dipl.-Volkswirtin;1966;Stuttgart I;258;female
Baden-Württemberg;CDU;9;Mörseburg;Maximilian Rick;MdB, Rechtsanwalt;1992;Stuttgart II;259;male
Baden-Württemberg;CDU;10;Hummel;Lilly;Rechtsreferendarin;2000;;;female
Baden-Württemberg;CDU;11;Dr. Schüle;Klaus Thomas;Jurist, Verwaltungsbeamter;1963;Freiburg;281;male
Baden-Württemberg;CDU;12;Dr. Schmid-Nürnberg;Sarah;Referatsleiterin;1989;;;female
Baden-Württemberg;CDU;13;Natterer;Christian Josef;Dipl.-Kaufmann, Manager;1981;;;male
Baden-Württemberg;CDU;14;Färber;Hermann Klaus;MdB, Landwirtschaftsmeister;1963;Göppingen;263;male
Baden-Württemberg;CDU;15;Horb;Margaret;Dipl.-Finanzwirt (FH);1967;;;female
Baden-Württemberg;CDU;16;Jäger;Carmen Alexandra;Studienreferendarin, Dipl.-Rechtspflegerin (FH);1993;;;female
Baden-Württemberg;CDU;17;Lanig;Marie-Sophie Hedwig;Policy Advisor Recht und Politik;1995;;;female
Baden-Württemberg;CDU;18;Kurz;Silke Deborah;Fachanwältin Steuerrecht;1975;;;female
Baden-Württemberg;CDU;19;Freudenmann-Habel;Ellen Joanna;Geschäftsführerin Transportunternehmen;1984;;;female
Baden-Württemberg;CDU;20;Märsch;Robert;Wirtschaftswissenschaftler (M. Sc.);1986;;;male
Baden-Württemberg;CDU;21;Huber;Vera Gerlinde;Erzieherin;1981;;;female
Baden-Württemberg;CDU;22;Borchard;Pauline;wissenschaftl. Mitarbeiterin Steuerrecht;2000;;;female
Baden-Württemberg;CDU;23;Möhle;Karin Doris;Beamtin, Dipl.-Volkswirtin;1962;;;female
Baden-Württemberg;CDU;24;Schwarz;Gordian Felix;Student;2000;;;male
Baden-Württemberg;CDU;25;Kolb;Leon Paul;Politikwissenschaftler;1998;;;male
Baden-Württemberg;CDU;26;Ockenfuß;Felix Wilhelm;Kreisamtmann;1989;;;male
Baden-Württemberg;CDU;27;Hradecky;Denise Marie;Geschäftsführerin;1981;;;female
Baden-Württemberg;CDU;28;Noseck;Heinrich Hermann Volker;Dipl.-Ingenieur;1954;;;male
Baden-Württemberg;CDU;29;Mayer;Julia Brigitte;Verwaltungsbeamtin;1999;;;female
Baden-Württemberg;CDU;30;Staib;Rainer Martin;Polizeihauptkommissar;1969;;;male
Baden-Württemberg;CDU;31;Apel;Dominik Markus;Richter;1994;;;male
Baden-Württemberg;CDU;32;Sakal;Lars Henrik;Polizeioberkommissar;1997;;;male
Baden-Württemberg;CDU;33;Csikova;Jessica Elisa;Wirtschaftsjuristin;1998;;;female
Baden-Württemberg;CDU;34;Ruß;Nico;persönl. Referent, selbständig;1994;;;male
Baden-Württemberg;CDU;35;Kastner;Christian;selbständig;1974;;;male
Baden-Württemberg;CDU;36;Rombach;Silke Stephanie;Portfoliomanagerin;1991;;;female
Baden-Württemberg;CDU;37;Merkel;Hero Katharina;Geschäftsführerin;1996;;;female
Baden-Württemberg;CDU;38;Groschupp;Anette Waltraud;Rechtsassessorin;1971;;;female
Baden-Württemberg;CDU;39;Mänder;Valérie Estelle;Wirtschaftsprüferin, Steuerberaterin;1989;;;female
Baden-Württemberg;CDU;40;Liebert;Heidi;Finanzvorständin;1970;;;female
Baden-Württemberg;CDU;41;Wiesner;Felix Alexander;Chief Strategy Officer;1996;;;male
Baden-Württemberg;CDU;42;Speiser;Patrick Chris Julian;Student, Geschäftsführer;1998;;;male
Baden-Württemberg;CDU;43;Flik;Ann-Kathrin;Verwaltungsbeamtin;1989;;;female
Baden-Württemberg;CDU;44;Lehmann;Felix;Regierungsoberinspektoranwärter;2000;;;male
Baden-Württemberg;CDU;45;Funke;Daniel;Doktorand der Geschichts- und Politikwissenschaften;1996;;;male
Baden-Württemberg;CDU;46;Schmid;Patricia;Studentin;2000;;;female
Baden-Württemberg;CDU;47;Pfohl;Hans Dieter;Dipl.-Ingenieur;1955;;;male
Baden-Württemberg;CDU;48;Vassiliadis;Athanassia;Dozentin Erwachsenenbildung;1967;;;female
Baden-Württemberg;CDU;49;Hoffmann;Klaus Josef;Bürgermeister;1960;;;male
Baden-Württemberg;CDU;50;Zink-Colacicco;Alexandra;selbständig;1976;;;female
Baden-Württemberg;CDU;51;Senn;Yannik Thomas;Betriebswirt (B. A.);1996;;;male
Baden-Württemberg;CDU;52;Zalder;Hanns Christoph;Leiter im Einkauf;1967;;;male
Baden-Württemberg;CDU;53;Schmidt-Weiss;Stephanie;Steuerberaterin;1968;;;female
Baden-Württemberg;CDU;54;Domat;Lisa;Studentin;1999;;;female
Baden-Württemberg;CDU;55;Mattes;Tizian Paul;Student;2001;;;male
Baden-Württemberg;CDU;56;Avci;Hasan Basri;Senior Manager, Wirtschaftsfachwirt;1988;;;male
Baden-Württemberg;CDU;57;Lutz;Gerhard Bernhard;Honorarprofessor, selbst. Ingenieur;1956;;;male
Baden-Württemberg;CDU;58;Neidig;Lance Jordan;Student;1997;;;male
Baden-Württemberg;CDU;59;Große;Elvira Corinna;Hebamme;1979;;;female
Baden-Württemberg;SPD;1;Esken;Saskia Christina;MdB, Informatikerin;1961;Calw;280;female
Baden-Württemberg;SPD;2;Dr. Schmid;Nils Hermann;Mitglied des Deutschen Bundestages;1973;Nürtingen;262;male
Baden-Württemberg;SPD;3;Schwarzelühr-Sutter;Rita Berta;MdB, parl. Staatssekretärin;1962;Waldshut;288;female
Baden-Württemberg;SPD;4;Gerster;Martin;Mitglied des Deutschen Bundestages;1971;Biberach;292;male
Baden-Württemberg;SPD;5;Mast;Katja Wilma;MdB, Bankkauffrau;1971;Pforzheim;279;female
Baden-Württemberg;SPD;6;Dr. Fechner;Johannes;Mitglied des Deutschen Bundestages;1972;Emmendingen – Lahr;283;male
Baden-Württemberg;SPD;7;Hostert;Jasmina;Mitglied des Deutschen Bundestages;1982;Böblingen;260;female
Baden-Württemberg;SPD;8;Marvi;Parsa;Mitglied des Deutschen Bundestages;1982;Karlsruhe-Stadt;271;female
Baden-Württemberg;SPD;9;Cademartori Dujisin;Isabel Andrea;Mitglied des Deutschen Bundestages;1988;Mannheim;275;female
Baden-Württemberg;SPD;10;Karaahmetoğlu;Macit;Mitglied des Deutschen Bundestages;1968;Ludwigsburg;265;male
Baden-Württemberg;SPD;11;Türk-Nachbaur;Derya;Mitglied des Deutschen Bundestages;1973;Schwarzwald-Baar;286;female
Baden-Württemberg;SPD;12;Dr. Castellucci;Lars Dietmar;Mitglied des Deutschen Bundestages;1974;Rhein-Neckar;277;male
Baden-Württemberg;SPD;13;Dr. Seitzl;Lina;Mitglied des Deutschen Bundestages;1989;Konstanz;287;female
Baden-Württemberg;SPD;14;Hahn;Leon Maria Michael;Associate Director Retirement Unternehmensberatung;1991;Bodensee;293;male
Baden-Württemberg;SPD;15;Schanbacher;Anna Lucia;MdB, Sozialwissenschaftlerin;1989;Stuttgart I;258;female
Baden-Württemberg;SPD;16;Leiser;Kevin;MdB, Lehrer;1993;Schwäbisch Hall – Hohenlohe;268;male
Baden-Württemberg;SPD;17;Engelhardt;Heike;Mitglied des Deutschen Bundestages;1961;Ravensburg;294;female
Baden-Württemberg;SPD;18;Mesarosch;Robin;Mitglied des Deutschen Bundestages;1991;Zollernalb – Sigmaringen;295;male
Baden-Württemberg;SPD;19;Blessing;Franziska;Rechtsanwältin;1990;Göppingen;263;female
Baden-Württemberg;SPD;20;Hornung;Lukas Johannes;wissenschaftl. Mitarbeiter;1997;Rastatt;273;male
Baden-Württemberg;SPD;21;Yildirim;Nezaket;Dipl.-Juristin;1977;Bruchsal – Schwetzingen;278;female
Baden-Württemberg;SPD;22;Schäfer;Jens;Immobilienmakler, Sachverständiger;1987;Heilbronn;267;male
Baden-Württemberg;SPD;23;Paraschaki-Schauer;Argyri;Geschäftsführerin;1977;Esslingen;261;female
Baden-Württemberg;SPD;24;Dr. Striet;Ludwig;Informatiker;1991;Freiburg;281;male
Baden-Württemberg;SPD;25;True;Cornelia Almuth;Verlagsredakteurin;1983;Aalen – Heidenheim;270;female
Baden-Württemberg;SPD;26;Zarnetta;Florian Christoph;Projektleiter;1999;Tübingen;290;male
Baden-Württemberg;SPD;27;Witkowski;Mirko Wilko;Redakteur;1968;Rottweil – Tuttlingen;285;male
Baden-Württemberg;SPD;28;Hussain;Assad;Sozialwissenschaftler;2001;Karlsruhe-Land;272;male
Baden-Württemberg;SPD;29;Schwab;Tim-Luka;Geschichts- und Politikwissenschaftler (B. A.);2000;Backnang – Schwäbisch Gmünd;269;male
Baden-Württemberg;SPD;30;Weigle;Sebastian;Director Projektmanagement;1978;Reutlingen;289;male
Baden-Württemberg;SPD;31;Hensinger;Philipp;Regierungsoberinspektoranwärter;2003;Odenwald – Tauber;276;male
Baden-Württemberg;SPD;32;Dr. Tugendhat;Tim Manfred;Physiker, Projektleiter;1986;Heidelberg;274;male
Baden-Württemberg;SPD;33;Gillmeister;Sebastian;Arzt;1989;Ulm;291;male
Baden-Württemberg;SPD;34;Flacke;Dirk;Lokomotivführer;1976;Offenburg;284;male
Baden-Württemberg;SPD;35;Abelein;Urs Jakob;Ingenieur erneuerbare Energien;1991;Waiblingen;264;male
Baden-Württemberg;SPD;36;Sickinger;Mario;Fachinformatiker;1994;Neckar-Zaber;266;male
Baden-Württemberg;SPD;37;Bulat;Dietmar Richard;Betriebswirt;1964;Stuttgart II;259;male
Baden-Württemberg;GRÜNE;1;Dr. Brantner;Franziska Katharina;Mitglied des Deutschen Bundestages;1979;Heidelberg;274;female
Baden-Württemberg;GRÜNE;2;Lang;Ricarda;Mitglied des Deutschen Bundestages;1994;Backnang – Schwäbisch Gmünd;269;female
Baden-Württemberg;GRÜNE;3;Brugger;Agnes Monika;Mitglied des Deutschen Bundestages;1985;Ravensburg;294;female
Baden-Württemberg;GRÜNE;4;Dr. Schäfer;Sebastian;Mitglied des Deutschen Bundestages;1979;Esslingen;261;male
Baden-Württemberg;GRÜNE;5;Dr. Detzer;Sandra;Mitglied des Deutschen Bundestages;1980;Ludwigsburg;265;female
Baden-Württemberg;GRÜNE;6;Emmerich;Marcel;Mitglied des Deutschen Bundestages;1991;Ulm;291;male
Baden-Württemberg;GRÜNE;7;Dr. Mayer;Zoe;Wirtschaftsingenieurin;1995;Karlsruhe-Stadt;271;female
Baden-Württemberg;GRÜNE;8;Ebner;Harald;Mitglied des Deutschen Bundestages;1964;Schwäbisch Hall – Hohenlohe;268;male
Baden-Württemberg;GRÜNE;9;Kopf;Chantal Johanna Siglinde;Mitglied des Deutschen Bundestages;1995;Freiburg;281;female
Baden-Württemberg;GRÜNE;10;Gastel;Matthias Michael;Mitglied des Deutschen Bundestages;1970;Nürtingen;262;male
Baden-Württemberg;GRÜNE;11;Dr. Reinalter;Anja Margrit;MdB, Professorin soziale Arbeit;1970;Biberach;292;female
Baden-Württemberg;GRÜNE;12;Schmitt;Jan-Lukas;Journalist;1995;Waldshut;288;male
Baden-Württemberg;GRÜNE;13;Dr. Christmann;Anna Maria;Mitglied des Deutschen Bundestages;1983;Stuttgart II;259;female
Baden-Württemberg;GRÜNE;14;Bacherle;Tobias Björn;Mitglied des Deutschen Bundestages;1994;Böblingen;260;male
Baden-Württemberg;GRÜNE;15;Fischer;Simone;Landesbehindertenbeauftragte;1979;Stuttgart I;258;female
Baden-Württemberg;GRÜNE;16;Ateia;Jasmin;Büroleiterin;1982;Lörrach – Müllheim;282;female
Baden-Württemberg;GRÜNE;17;Immer;Jaron;Student Geowissenschaften;2005;Reutlingen;289;male
Baden-Württemberg;GRÜNE;18;Dr. Amui-Vedel;Ann-Margret;Umweltbeauftragte;1977;Offenburg;284;female
Baden-Württemberg;GRÜNE;19;Kretz;Jürgen;MdB, Politikwissenschaftler;1982;Rhein-Neckar;277;male
Baden-Württemberg;GRÜNE;20;Wellenreuther;Nina Uschi Elke;Umweltingenieurin;1996;Mannheim;275;female
Baden-Württemberg;GRÜNE;21;Juric;Marin;Student;2003;Schwarzwald-Baar;286;male
Baden-Württemberg;GRÜNE;22;Heim;Sarah;Beraterin Cybersicherheit;1996;Waiblingen;264;female
Baden-Württemberg;GRÜNE;23;Grässer;Sebastian Andrè;IT-Sicherheitsberater;1991;Karlsruhe-Land;272;male
Baden-Württemberg;GRÜNE;24;Floß;Susanne;Archäologin;1976;Emmendingen – Lahr;283;female
Baden-Württemberg;GRÜNE;25;Dr. Ragoschke-Schumm;Andreas;Arzt;1971;Rottweil – Tuttlingen;285;male
Baden-Württemberg;GRÜNE;26;Kücük;Gülay Asli;Referentin politische Bildung;1976;Tübingen;290;female
Baden-Württemberg;GRÜNE;27;Schweizer;Lars Maximilian;Büroleiter;1993;Neckar-Zaber;266;male
Baden-Württemberg;GRÜNE;28;Dr. Behringer;Jeannette Monika;Studienleiterin nachhaltige Entwicklung;1968;Aalen – Heidenheim;270;female
Baden-Württemberg;GRÜNE;29;Franz-Gerstein;Moritz Casimir;Amtstierarzt;1989;Göppingen;263;male
Baden-Württemberg;GRÜNE;30;Buß;Rosa Valerie;innenpolit. Referentin;1995;Konstanz;287;female
Baden-Württemberg;GRÜNE;31;Al Hamidi;Ahmad;Jurist;1982;Bodensee;293;male
Baden-Württemberg;GRÜNE;32;Schilli;Elisabeth;Studentin;2003;;;female
Baden-Württemberg;GRÜNE;33;Ebert;Jonathan;persönl. Referent;1996;Heilbronn;267;male
Baden-Württemberg;GRÜNE;34;Wellhäußer;Clara Madeleine;Juristin;1999;;;female
Baden-Württemberg;GRÜNE;35;Dr. Brede;Frank Konrad;Präsident des LG;1961;Rastatt;273;male
Baden-Württemberg;GRÜNE;36;Trinh;Thea Thuy Nga;Juristin;1992;Calw;280;female
Baden-Württemberg;GRÜNE;37;Dr. Rink;Thomas;wissenschaftl. Angestellter;1991;Bruchsal – Schwetzingen;278;male
Baden-Württemberg;FDP;1;Skudelny;Judith Sandra;MdB, Rechtsanwältin;1975;Stuttgart I;258;female
Baden-Württemberg;FDP;2;Dr. Toncar;Mark Florian Martin;Mitglied des Deutschen Bundestages;1979;Böblingen;260;male
Baden-Württemberg;FDP;3;Link;Michael Georg;MdB, Staatsminister a. D.;1963;Heilbronn;267;male
Baden-Württemberg;FDP;4;Kober;Pascal Felix Ernst;Mitglied des Deutschen Bundestages;1971;Reutlingen;289;male
Baden-Württemberg;FDP;5;Strasser;Benjamin;MdB, Rechtsanwalt;1987;Ravensburg;294;male
Baden-Württemberg;FDP;6;Dr. Brandenburg;Jens;Mitglied des Deutschen Bundestages;1986;Rhein-Neckar;277;male
Baden-Württemberg;FDP;7;Alt;Renata;MdB, Chemie-Ingenieurin;1965;Nürtingen;262;female
Baden-Württemberg;FDP;8;Dr. Jurisch;Ann-Veruschka;Mitglied des Deutschen Bundestages;1972;Konstanz;287;female
Baden-Württemberg;FDP;9;Dr. Seiter;Stephan;MdB, Professor Volkswirtschaftslehre;1963;Waiblingen;264;male
Baden-Württemberg;FDP;10;Gaßner-Herz;Martin Thomas;Mitglied des Deutschen Bundestages;1985;Offenburg;284;male
Baden-Württemberg;FDP;11;Stockmeier;Konrad Johann Lorenz;MdB, Dipl.-Volkswirt;1977;Mannheim;275;male
Baden-Württemberg;FDP;12;Abel;Valentin Christian;Mitglied des Deutschen Bundestages;1991;Schwäbisch Hall – Hohenlohe;268;male
Baden-Württemberg;FDP;13;Grünke;Julian Simon;Mitglied des Deutschen Bundestages;1995;Tübingen;290;male
Baden-Württemberg;FDP;14;Dr. Anton;Andreas;wissenschaftl. Mitarbeiter;1983;Rottweil – Tuttlingen;285;male
Baden-Württemberg;FDP;15;Semet;Rainer Klaus;MdB, Dipl.-Wirtschaftsingenieur (FH);1957;Pforzheim;279;male
Baden-Württemberg;FDP;16;Hillmann-Richter;Anke;Fachdienstleiterin;1973;Ulm;291;female
Baden-Württemberg;FDP;17;Ortwein;Anna Marie;Studentin Politik- und Wirtschaftswissenschaften, Informatik;2005;Göppingen;263;female
Baden-Württemberg;FDP;18;Hohensee;Mark Steffen;Bauingenieur;1992;Schwarzwald-Baar;286;male
Baden-Württemberg;FDP;19;Frank;Dominic;techn. Betriebswirt;1989;Rastatt;273;male
Baden-Württemberg;FDP;20;Wagner;Nathalie;Unternehmensberaterin;1994;Waldshut;288;female
Baden-Württemberg;FDP;21;Akyildiz;Akif;Heilerziehungspfleger;2000;Bodensee;293;male
Baden-Württemberg;FDP;22;Nusser;Dennis Tim;Berater digitale Transformation;1996;Heidelberg;274;male
Baden-Württemberg;FDP;23;Stöffler;Jan Felix;Softwareentwickler;2000;Calw;280;male
Baden-Württemberg;FDP;24;Belkin;Andrey;Pharmaberater;1996;Neckar-Zaber;266;male
Baden-Württemberg;FDP;25;Lerche;Eileen Vanessa;Unternehmensberaterin;1996;Emmendingen – Lahr;283;female
Baden-Württemberg;FDP;26;Wafa;Mirwais;Masterstudent Politikwissenschaft, internation. Beziehungen;1996;Odenwald – Tauber;276;male
Baden-Württemberg;FDP;27;Dr. Dippe;Ben;Hochschulprofessor;1980;Biberach;292;male
Baden-Württemberg;FDP;28;Melchior;Christian Michael;Dipl.-Ing. Motorentechnik;1983;Bruchsal – Schwetzingen;278;male
Baden-Württemberg;FDP;29;Hühnerbein;Ruben Christian;ERP-Administrator, IT-Systembetreuer;1979;Backnang – Schwäbisch Gmünd;269;male
Baden-Württemberg;FDP;30;Wieczorrek;Mark Julian;Senior Projektmanager;1990;Stuttgart II;259;male
Baden-Württemberg;FDP;31;Martin;Oliver Wolfgang Hermann;Maschinenbauingenieur;1967;Ludwigsburg;265;male
Baden-Württemberg;FDP;32;Ismaili;Amir;Angestellter;1990;Lörrach – Müllheim;282;male
Baden-Württemberg;FDP;33;Weber;Sebastian;Unternehmer;1991;Karlsruhe-Land;272;male
Baden-Württemberg;FDP;34;Berendt;Chris-Robert;Gymnasiallehrer;1978;Aalen – Heidenheim;270;male
Baden-Württemberg;FDP;35;Berner;Philipp;IT-Unternehmer;1997;Karlsruhe-Stadt;271;male
Baden-Württemberg;FDP;36;Hahn;Laura;Unternehmensjuristin;1998;Esslingen;261;female
Baden-Württemberg;FDP;37;Kraft;Boris;Verwaltungsbeamter;1972;Zollernalb – Sigmaringen;295;male
Baden-Württemberg;AfD;1;Dr. Weidel;Alice Elisabeth;Dipl.-Kauffrau, Dipl.-Volkswirtin;1979;Bodensee;293;female
Baden-Württemberg;AfD;2;Frohnmaier;Markus-Cornel;MdB, Pressesprecher;1991;Böblingen;260;male
Baden-Württemberg;AfD;3;Hess;Martin Alexander;MdB, Polizeihauptkommissar a. D.;1971;Ludwigsburg;265;male
Baden-Württemberg;AfD;4;Bernhard;Marc Albert;MdB, Rechtsanwalt;1972;Karlsruhe-Stadt;271;male
Baden-Württemberg;AfD;5;Rupp;Ruben Nicolas Benjamin;Mitglied des Landtages;1990;Backnang – Schwäbisch Gmünd;269;male
Baden-Württemberg;AfD;6;Goßner;Hans-Jürgen Hilmar;Mitglied des Landtages;1970;Göppingen;263;male
Baden-Württemberg;AfD;7;Kögel;Jürgen;Dipl.-Bankbetriebswirt BC;1958;Heilbronn;267;male
Baden-Württemberg;AfD;8;Zimmer;Diana;Betriebswirtin (B. Sc.);1998;Pforzheim;279;female
Baden-Württemberg;AfD;9;Köhler;Achim;Angestellter;1964;Rhein-Neckar;277;male
Baden-Württemberg;AfD;10;Haise;Lars;parl. Referent;1989;Waiblingen;264;male
Baden-Württemberg;AfD;11;Arpaschi;Alexander;Dipl.-Ing. Maschinenbau;1970;Rastatt;273;male
Baden-Württemberg;AfD;12;Dr. Kaufmann;Malte;MdB, Dipl.-Volkswirt;1976;Heidelberg;274;male
Baden-Württemberg;AfD;13;Bloch;Joachim Ralf Josef;Rechtsanwalt;1963;Rottweil – Tuttlingen;285;male
Baden-Württemberg;AfD;14;Dr. Blos;Michael Joachim;Geologe;1976;Emmendingen – Lahr;283;male
Baden-Württemberg;AfD;15;Koch;Heinrich Friedrich;Dipl.-Ingenieur;1962;Mannheim;275;male
Baden-Württemberg;AfD;16;Martel;Johann;techn. Fachwirt;1979;Odenwald – Tauber;276;male
Baden-Württemberg;AfD;17;Kempf;Martina Rose-Marie;Volljuristin;1964;Freiburg;281;female
Baden-Württemberg;AfD;18;Knodel;Sieghard;Betriebswirt, Landmaschinenmechanikermeister;1961;;;male
Baden-Württemberg;AfD;19;Dr. Schmidt;Paul;Physiker;1966;;;male
Baden-Württemberg;AfD;20;Scheer;Sandro;Büroleiter;1978;;;male
Baden-Württemberg;AfD;21;Götz;Benjamin Pascal;Kfz-Mechatroniker, Serviceberater;1997;Schwäbisch Hall – Hohenlohe;268;male
Baden-Württemberg;AfD;22;Glatting;Dieter Kurt August;Physiker, parl. Berater;1963;Neckar-Zaber;266;male
Baden-Württemberg;AfD;23;Schäfer;Christine;Bankkauffrau;1964;;;female
Baden-Württemberg;AfD;24;Köhler;Christian Andreas Horst;Politikwissenschaftler (M. A.);1968;;;male
Baden-Württemberg;AfD;25;van Ryt;Sebastian Zacharias;selbst. Fliesenleger;1986;Schwarzwald-Baar;286;male
Baden-Württemberg;Die Linke;1;Mirow;Sahra;wissenschaftl. Mitarbeiterin;1984;Heidelberg;274;female
Baden-Württemberg;Die Linke;2;Pantisano;Luigi;Stadtplaner;1979;Stuttgart I;258;male
Baden-Württemberg;Die Linke;3;Akbulut;Gökay;Mitglied des Deutschen Bundestages;1982;Mannheim;275;male
Baden-Württemberg;Die Linke;4;Glaser;Vinzenz Hans;Sozialarbeiter;1992;Freiburg;281;male
Baden-Württemberg;Die Linke;5;Zerr;Anne Theresa;Gewerkschaftssekretärin;1993;Reutlingen;289;female
Baden-Württemberg;Die Linke;6;Bauer;Marcel Karl Bernhard;Forstwirt;1992;Karlsruhe-Stadt;271;male
Baden-Württemberg;Die Linke;7;Vollmer;Amelie Anouk;Verkäuferin;2003;Offenburg;284;female
Baden-Württemberg;Die Linke;8;Jaster;Ralf Wolfgang;Gewerkschaftssekretär;1974;Tübingen;290;male
Baden-Württemberg;Die Linke;9;Emin;Avra;Sozialarbeiterin;1997;Waiblingen;264;female
Baden-Württemberg;Die Linke;10;Creutzmann;Jürgen Christoph;Dipl.-Pädagoge;1979;Karlsruhe-Land;272;male
